,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
32048,3156088,"Oslo Airport, Gardermoen","Oslo Airport, Gardermoen","ENGM,Gardermoen,OSL,Oslo Airport  Gardermoen,Oslo lufthamn  Gardermoen,Oslo lufthavn  Gardermoen",60.19392,11.10036,S,AIRP,NO,,30.0,3033.0,,,0,207.0,202,Europe/Oslo,2019-12-12
53807,6453366,Oslo,Oslo,"Oslo,Oslo kommune,Osló",59.91183,10.73367,A,ADM2,NO,,12.0,301.0,,,575475,,18,Europe/Oslo,2017-04-19
54291,6692410,Oslo Central Station,Oslo Central Station,"Estacao Central de Oslo,Estacio Central d'Oslo,Estació Central d'Oslo,Estação Central de Oslo,Gare centrale d'Oslo,Oslo Central Station,Oslo Centralstation,Oslo S,Oslo keskraudteejaam,Oslo sentralstasjon,Osloko Geltoki Zentrala,Oslon keskusrautatieasema,ZZN,ao si lu zhong yang che zhan,osuro zhong yang yi,オスロ中央駅,奥斯陆中央车站",59.91098,10.75325,S,RSTN,NO,,12.0,301.0,,,0,,18,Europe/Oslo,2013-10-06
56435,8556688,Oslo handelsgymnasium,Oslo handelsgymnasium,Oslo handelsgymnasium,59.913999999999994,10.71993,S,SCH,NO,,12.0,301.0,,,0,,32,Europe/Oslo,2013-07-04
56436,8556689,Oslo ing.høyskole,Oslo ing.hoyskole,"Oslo ing.hoyskole,Oslo ing.høyskole",59.91293,10.7247,S,SCH,NO,,12.0,301.0,,,0,,25,Europe/Oslo,2013-07-04
56444,8556697,Oslo Lærerhøgskole,Oslo Laererhogskole,"Oslo Laererhogskole,Oslo Lærerhøgskole",59.920469999999995,10.728710000000001,S,SCH,NO,,12.0,301.0,,,0,,49,Europe/Oslo,2013-07-04
56445,8556698,Oslo Katedralskole,Oslo Katedralskole,Oslo Katedralskole,59.92094,10.74129,S,SCH,NO,,12.0,301.0,,,0,,45,Europe/Oslo,2013-07-04
578363,9810454,Oslo Port,Oslo Port,"Oslo Ferry Port,Oslo Harbour",59.90523,10.74291,L,PRT,NO,,12.0,301.0,,,0,,6,Europe/Oslo,2017-09-23
600676,11745734,Oslo Fengsel,Oslo Fengsel,Oslo Fengsel,59.909569999999995,10.7716,S,PRN,NO,,12.0,301.0,,,0,,25,Europe/Oslo,2018-05-11
600731,11745789,Oslo Bispegård,Oslo Bispegard,"Oslo Bispegard,Oslo Bispegård",59.906209999999994,10.76928,S,BLDG,NO,,12.0,301.0,,,0,,19,Europe/Oslo,2018-05-11
600942,11817641,Oslo Ladegård,Oslo Ladegard,"Oslo Ladegard,Oslo Ladegård",59.90606999999999,10.76759,S,MUS,NO,,12.0,301.0,,,0,,30,Europe/Oslo,2018-05-11
601090,11829700,Oslo Militære Samfund,Oslo Militaere Samfund,"Oslo Militaere Samfund,Oslo Militære Samfund",59.90845,10.73874,S,BLDG,NO,,12.0,301.0,,,0,,11,Europe/Oslo,2018-05-11
601124,11844200,Oslo Kommunale Legevakt,Oslo Kommunale Legevakt,Oslo Kommunale Legevakt,59.9165,10.75833,S,HSPC,NO,,12.0,301.0,,,0,,13,Europe/Oslo,2018-05-11
601143,11844220,Oslo Konserthus,Oslo Konserthus,Oslo Konserthus,59.912980000000005,10.72991,S,BLDG,NO,,12.0,301.0,,,0,,13,Europe/Oslo,2018-05-11
601267,11844473,Oslo Skisenter Grefsenkleiva,Oslo Skisenter Grefsenkleiva,Oslo Skisenter Grefsenkleiva,59.95536,10.80823,S,ATHF,NO,,12.0,301.0,,,0,,240,Europe/Oslo,2018-05-11
77016,9045873,Paradis,Paradis,Paradis,61.39411,4.68047,T,ISLET,NO,,46.0,4645.0,,,0,,-9999,Europe/Oslo,2019-12-12
120704,9150671,Paradis,Paradis,Paradis,60.903319999999994,7.192410000000001,T,ISL,NO,,46.0,4641.0,,,0,,24,Europe/Oslo,2019-12-12
292743,9404510,Paradis,Paradis,Paradis,60.33664,5.34607,P,PPLL,NO,,46.0,4601.0,,,0,,40,Europe/Oslo,2019-12-12
295037,9415179,Paradis,Paradis,Paradis,58.10935,7.167839999999999,S,FRM,NO,,42.0,4225.0,,,0,,12,Europe/Oslo,2019-12-12
357196,9477511,Paradis,Paradis,Paradis,60.81318,11.16677,S,FRM,NO,,34.0,3403.0,,,0,,200,Europe/Oslo,2019-12-12
360024,9480342,Paradis,Paradis,Paradis,68.56853000000001,15.30662,S,FRM,NO,,9.0,1866.0,,,0,,1,Europe/Oslo,2014-09-06
370290,9490698,Paradis,Paradis,Paradis,59.522240000000004,7.98804,S,FRM,NO,,38.0,3825.0,,,0,,393,Europe/Oslo,2019-12-12
379479,9502448,Paradis,Paradis,Paradis,60.071580000000004,12.2304,S,FRM,NO,,34.0,3416.0,,,0,,200,Europe/Oslo,2019-12-12
415434,9573218,Paradis,Paradis,Paradis,59.43362,11.62834,H,MRSH,NO,,30.0,3013.0,,,0,,233,Europe/Oslo,2019-12-12
456132,9650492,Paradis,Paradis,Paradis,57.97445,7.53235,T,HLL,NO,,42.0,4205.0,,,0,,5,Europe/Oslo,2019-12-12
513864,9727990,Paradis,Paradis,Paradis,58.336180000000006,7.51472,T,VAL,NO,,42.0,4205.0,,,0,,116,Europe/Oslo,2019-12-12
604016,12077615,Paradis,Paradis,Paradis,59.0573,9.89837,H,INLT,NO,,38.0,3805.0,,,0,,60,Europe/Oslo,2019-12-14
18795,3142678,Plassætran,Plassaetran,"Plads Setere,Plass Setere,Plassaetra,Plassætra",62.57055,10.416889999999999,S,FRM,NO,NO,34.0,3427.0,,,0,,760,Europe/Oslo,2019-12-12
319499,9439710,Reise,Reise,Reise,58.25659,8.39542,S,FRM,NO,,42.0,4215.0,,,0,,12,Europe/Oslo,2019-12-12
61631,8587413,Rikke,Rikke,Rikke,61.81561,9.2739,S,BDG,NO,,34.0,3435.0,,,0,,380,Europe/Oslo,2019-12-12
17939,3141815,Ringvatnet,Ringvatnet,"Ring Vatn,Ringvatnet",69.81613,19.23498,H,LK,NO,NO,54.0,5401.0,,,0,,8,Europe/Oslo,2019-12-12
62275,8588057,Ring,Ring,Ring,60.163830000000004,10.246139999999999,S,BDG,NO,,30.0,3007.0,,,0,,80,Europe/Oslo,2019-12-12
321623,9441857,Ring,Ring,Ring,63.883959999999995,11.29033,S,FRM,NO,,21.0,5053.0,,,0,,50,Europe/Oslo,2018-05-08
66741,8592531,Rings,Rings,Rings,61.50018000000001,7.78375,S,BDG,NO,,46.0,4644.0,,,0,,860,Europe/Oslo,2019-12-12
94904,9063812,Rom,Rom,Rom,59.05559,11.08098,T,ISL,NO,,30.0,3011.0,,,0,,20,Europe/Oslo,2019-12-12
300503,9420653,"Rom,nordre","Rom,nordre",Rom nordre,60.88573,11.37267,S,FRM,NO,,34.0,3412.0,,,0,,325,Europe/Oslo,2019-12-12
300504,9420654,"Rom,s","Rom,s",Rom s,60.88286,11.37203,S,FRM,NO,,34.0,3412.0,,,0,,300,Europe/Oslo,2019-12-12
321255,9441489,Rom,Rom,Rom,59.58793000000001,11.11918,S,FRM,NO,,30.0,3014.0,,,0,,122,Europe/Oslo,2019-12-12
327409,9447651,Rom,Rom,Rom,59.32666,10.45197,S,FRM,NO,,38.0,3803.0,,,0,,43,Europe/Oslo,2019-12-12
350029,9470292,Rom,Rom,Rom,60.838640000000005,9.74859,S,FRM,NO,,34.0,3450.0,,,0,,255,Europe/Oslo,2019-12-12
368301,9488709,"Rom,vestre","Rom,vestre",Rom vestre,59.326269999999994,10.4396,S,FRM,NO,,38.0,3803.0,,,0,,43,Europe/Oslo,2019-12-12
368314,9488722,Rom Østre,Rom Ostre,"Rom Ostre,Rom Østre",59.319759999999995,10.45036,S,FRM,NO,,38.0,3803.0,,,0,,42,Europe/Oslo,2019-12-12
372189,9492599,Rom,Rom,Rom,59.56531,10.87855,S,FRM,NO,,30.0,3014.0,,,0,,105,Europe/Oslo,2019-12-12
372707,9493118,Rom nordre,Rom nordre,Rom nordre,59.59036,11.117230000000001,S,FRM,NO,,30.0,3014.0,,,0,,127,Europe/Oslo,2019-12-12
372708,9493119,Rom søndre,Rom sondre,"Rom sondre,Rom søndre",59.5846,11.12307,S,FRM,NO,,30.0,3014.0,,,0,,123,Europe/Oslo,2019-12-12
300011,9420161,Russland,Russland,Russland,60.911919999999995,10.80464,S,FRM,NO,,34.0,3411.0,,,0,,253,Europe/Oslo,2019-12-12
477710,9691727,Russland,Russland,Russland,67.79601,15.31151,T,HLL,NO,,9.0,1848.0,,,0,,140,Europe/Oslo,2014-10-10
596504,9841715,Russland,Russland,"Rusland,Russland",59.21663,8.01498,S,FRM,NO,,38.0,3823.0,,,0,,395,Europe/Oslo,2019-12-12
16659,3140521,Salhusfjorden,Salhusfjorden,"Salhus,Salhusfjord,Salhusfjorden",60.51036,5.25561,H,FJD,NO,NO,46.0,4631.0,,,0,,-9999,Europe/Oslo,2019-12-12
16661,3140523,Salhus,Salhus,Salhus,60.505880000000005,5.26739,P,PPL,NO,,46.0,4601.0,,,0,,240,Europe/Oslo,2019-12-12
16663,3140525,Ner-Salhus,Ner-Salhus,"Ner-Salhus,Salhus",67.74819000000001,15.73944,S,FRM,NO,,9.0,1845.0,,,0,,-9999,Europe/Oslo,2013-07-04
50650,3241163,Salhus,Salhus,"Salhus,Salhus Kapell",60.50305,5.26204,S,CH,NO,NO,46.0,4601.0,,,0,,-9999,Europe/Oslo,2019-12-12
51680,3243080,Salhuset,Salhuset,"Salhus,Salhuset",60.68252,5.1020900000000005,T,ISL,NO,NO,46.0,4631.0,,,0,,-9999,Europe/Oslo,2019-12-12
65573,8591360,Salhus,Salhus,Salhus,60.50739,5.2739,S,BDG,NO,,46.0,4601.0,,,0,,240,Europe/Oslo,2019-12-12
366256,9486664,Salhus,Salhus,Salhus,59.374759999999995,5.29438,S,FRM,NO,,14.0,1149.0,,,0,,-9999,Europe/Oslo,2014-09-07
452175,9646511,Salhus,Salhus,Salhus,61.78066,8.07741,T,HLL,NO,,34.0,3433.0,,,0,,1150,Europe/Oslo,2019-12-12
51680,3243080,Salhuset,Salhuset,"Salhus,Salhuset",60.68252,5.1020900000000005,T,ISL,NO,NO,46.0,4631.0,,,0,,-9999,Europe/Oslo,2019-12-12
1078,777872,Sandvikvær,Sandvikvaer,"Sandvika,Sandviken,Sandvikvaer,Sandvikvær,Сандвика",71.07775,24.70199,P,PPL,NO,,54.0,5434.0,,,0,,-9999,Europe/Oslo,2019-12-12
1079,777873,Sandvika,Sandvika,"Sandvika,Sandviken",70.61279,22.170720000000003,S,HSE,NO,,54.0,5433.0,,,0,,20,Europe/Oslo,2019-12-12
16258,3140112,Sandvika,Sandvika,"Sandviken,Sandvikja",64.46377,13.59125,P,PPLA2,NO,NO,21.0,5042.0,,,0,,420,Europe/Oslo,2018-05-08
16261,3140115,Sandnes,Sandnes,"Sandnes,Sandviken,Sandvikja",64.7066,13.590320000000002,S,FRM,NO,,21.0,5042.0,,,0,,380,Europe/Oslo,2018-05-09
16267,3140121,Sandviken,Sandviken,"Sandvik,Sandviken,Sardvika",68.9,15.0,S,FRM,NO,NO,9.0,1868.0,,,0,,-9999,Europe/Oslo,2012-01-19
16268,3140122,Sandvika,Sandvika,"Sandvik,Sandvika,Sandviken,Sandviksberget",64.34324000000001,10.61984,S,FRM,NO,NO,21.0,5020.0,,,0,,1,Europe/Oslo,2018-05-08
16272,3140126,Sandvika,Sandvika,"Sandvika,Sandvike,Sandviken,Сандвика",63.65,12.25,P,PPL,NO,NO,21.0,5038.0,,,0,,455,Europe/Oslo,2019-01-04
16273,3140127,Sandvika,Sandvika,"Sandvika,Sandviken,Сандвика",62.95,8.15,P,PPL,NO,NO,8.0,1560.0,,,0,,112,Europe/Oslo,2012-01-19
16274,3140128,Sandvika,Sandvika,"Sandvik,Sandvika,Sandviken,Sannvika,Sanvika,sang wei ka,sndwyka,Санвика,Сандвика,Саннвика,سندویکا,桑維卡",59.890730000000005,10.52774,P,PPLA2,NO,NO,30.0,3024.0,,,0,,13,Europe/Oslo,2019-12-12
16277,3140131,Sandvika,Sandvika,"Sandvika,Sandviken",64.65075,11.20157,S,FRM,NO,NO,21.0,5007.0,,,0,,25,Europe/Oslo,2019-12-12
16278,3140132,Sandvika,Sandvika,"Sandvika,Sandviken",65.01666999999999,13.616670000000001,S,FRM,NO,NO,21.0,5043.0,,,0,,560,Europe/Oslo,2018-05-08
16290,3140144,Sandvik,Sandvik,"Sandvik,Sandviken",69.0229,17.9209,S,FRM,NO,NO,54.0,5420.0,,,0,,283,Europe/Oslo,2019-12-12
16294,3140148,Sandvika,Sandvika,"Sandvik,Sandviken",63.23307,8.11647,S,FRM,NO,,8.0,1576.0,,,0,,33,Europe/Oslo,2014-10-11
55505,8532385,Sandviken,Sandviken,Sandviken,60.40571,5.32547,S,CH,NO,,46.0,4601.0,,,0,,247,Europe/Oslo,2019-12-12
326871,9447112,Sandviken,Sandviken,Sandviken,59.53224,10.37156,S,FRM,NO,,38.0,3802.0,,,0,,19,Europe/Oslo,2019-12-12
329043,9449287,Sandviken,Sandviken,Sandviken,60.13235,10.33934,S,FRM,NO,,30.0,3007.0,,,0,,63,Europe/Oslo,2019-12-12
373725,9494136,Sandviken,Sandviken,Sandviken,59.98927,8.816,S,FRM,NO,,38.0,3818.0,,,0,,201,Europe/Oslo,2019-12-12
376545,9497754,Sandviken,Sandviken,Sandviken,60.03244,8.733789999999999,S,FRM,NO,,38.0,3818.0,,,0,,480,Europe/Oslo,2019-12-12
432331,9590339,Sandviken,Sandviken,Sandviken,59.022240000000004,10.18175,H,INLT,NO,,38.0,3805.0,,,0,,5,Europe/Oslo,2019-12-12
597965,9843177,Sandviken,Sandviken,Sandviken,59.72959,8.65272,S,FRM,NO,,38.0,3819.0,,,0,,908,Europe/Oslo,2019-12-12
60359,8586139,Sandviksveien,Sandviksveien,Sandviksveien,59.89423000000001,10.545169999999999,S,BDG,NO,,30.0,3024.0,,,0,,21,Europe/Oslo,2019-12-12
600978,11817677,Sarabråten,Sarabraten,"Sarabraten,Sarabråten",59.89236,10.87915,T,HLL,NO,,12.0,301.0,,,0,,280,Europe/Oslo,2018-05-11
240539,9350802,Såtån,Satan,"Satan,Svartkletten,Såtån",62.18529,10.2152,T,HLL,NO,,34.0,3429.0,,,0,,844,Europe/Oslo,2019-12-12
15746,3139595,Sitter,Sitter,Sitter,64.18333,11.26667,P,PPL,NO,,21.0,5007.0,,,0,,240,Europe/Oslo,2019-12-12
328648,9448891,Sitter,Sitter,Sitter,64.52996,10.9814,S,FRM,NO,,21.0,5049.0,,,0,,31,Europe/Oslo,2018-05-08
330414,9450658,"Sitter,øvre","Sitter,ovre","Sitter ovre,Sitter øvre",64.52993000000001,10.98832,S,FRM,NO,,21.0,5049.0,,,0,,40,Europe/Oslo,2018-05-08
400306,9557932,Sjur Hansa-Myra,Sjur Hansa-Myra,Sjur Hansa-Myra,65.99874,12.60934,H,MRSH,NO,,9.0,1820.0,,,0,,26,Europe/Oslo,2014-09-17
534777,9749014,Sjur Nilsadalen,Sjur Nilsadalen,Sjur Nilsadalen,66.2567,14.216520000000001,T,VAL,NO,,9.0,1833.0,,,0,,520,Europe/Oslo,2014-10-14
347366,9467628,Sjå Flot,Sja Flot,"Sja Flot,Sjå Flot",58.44242,7.359369999999999,S,FRM,NO,,42.0,4225.0,,,0,,211,Europe/Oslo,2019-12-12
334136,9454380,Skram,Skram,Skram,61.93486,5.10763,S,FRM,NO,,46.0,4602.0,,,0,,40,Europe/Oslo,2019-12-12
14540,3138377,Skuteviken,Skuteviken,"Skutevik,Skuteviken",60.40361,5.31694,H,BAY,NO,NO,46.0,4601.0,,,0,,-9999,Europe/Oslo,2019-12-14
195163,9304415,Skuteviken,Skuteviken,Skuteviken,60.402359999999994,5.32141,P,PPLX,NO,,46.0,4601.0,,,0,,-9999,Europe/Oslo,2019-12-12
13523,3137348,Søvatnet,Sovatnet,"So Lake,So Vand,Sovannet,Sovatn,Sovatnet,Sö Lake,Sö Vand,Sövatn,Søvannet,Søvatnet",63.221219999999995,9.37707,H,LK,NO,NO,21.0,5059.0,,,0,,280,Europe/Oslo,2019-12-12
353702,9474006,Sø Mork,So Mork,"So Mork,Sø Mork",60.13095,10.83163,S,FRM,NO,,30.0,3031.0,,,0,,160,Europe/Oslo,2019-12-12
65146,8590932,Sømme,Somme,"Somme,Sømme",58.894890000000004,5.631390000000001,S,BDG,NO,,14.0,1124.0,,,0,,7,Europe/Oslo,2013-07-26
579033,9822653,Sømme,Somme,"Somme,Sømme",58.89694,5.61921,S,FRM,NO,,14.0,1124.0,,,0,,16,Europe/Oslo,2014-11-10
500471,9714594,Spring forbi,Spring forbi,Spring forbi,58.21135,8.32612,T,RK,NO,,42.0,4215.0,,,0,,3,Europe/Oslo,2019-12-12
63266,8589048,Stemmen,Stemmen,Stemmen,59.101690000000005,9.068019999999999,S,BDG,NO,,38.0,3815.0,,,0,,73,Europe/Oslo,2019-12-12
65073,8590859,Stemmen,Stemmen,Stemmen,58.77992,5.62129,S,BDG,NO,,14.0,1120.0,,,0,,44,Europe/Oslo,2013-07-26
70064,9038921,Stemmen,Stemmen,Stemmen,58.10576999999999,7.28873,H,LK,NO,,42.0,4205.0,,,0,,207,Europe/Oslo,2019-12-12
189205,9298265,Stemmen,Stemmen,Stemmen,58.49994,7.3459699999999994,H,PND,NO,,42.0,4226.0,,,0,,374,Europe/Oslo,2019-12-12
193936,9303188,Stemmen,Stemmen,Stemmen,58.74965,5.8617099999999995,H,PND,NO,,14.0,1122.0,,,0,,233,Europe/Oslo,2014-08-13
200495,9309771,Stemmen,Stemmen,Stemmen,58.05591999999999,7.66114,H,PND,NO,,42.0,4204.0,,,0,,38,Europe/Oslo,2019-12-12
201271,9310551,Stemmen,Stemmen,Stemmen,58.393280000000004,7.61072,H,PND,NO,,42.0,4205.0,,,0,,436,Europe/Oslo,2019-12-12
203120,9312401,Stemmen,Stemmen,Stemmen,59.46865,8.04204,H,PND,NO,,38.0,3824.0,,,0,,667,Europe/Oslo,2019-12-12
203397,9312678,Stemmen,Stemmen,Stemmen,58.4798,6.535019999999999,H,PND,NO,,14.0,1112.0,,,0,,326,Europe/Oslo,2014-08-13
208003,9317295,Stemmen,Stemmen,Stemmen,59.202819999999996,5.30598,H,PND,NO,,14.0,1149.0,,,0,,43,Europe/Oslo,2014-08-13
211498,9320815,Stemmen,Stemmen,Stemmen,58.25209,7.651669999999999,H,PND,NO,,42.0,4204.0,,,0,,303,Europe/Oslo,2019-12-12
212126,9321443,Stemmen,Stemmen,Stemmen,58.21998000000001,6.60349,H,PND,NO,,42.0,4207.0,,,0,,153,Europe/Oslo,2019-12-12
214050,9323367,Stemmen,Stemmen,Stemmen,58.224019999999996,7.9146399999999995,H,PND,NO,,42.0,4204.0,,,0,,44,Europe/Oslo,2019-12-12
219509,9328907,Stemmen,Stemmen,Stemmen,58.96958000000001,6.02412,H,PND,NO,,14.0,1130.0,,,0,,30,Europe/Oslo,2014-08-14
220308,9329706,Stemmen,Stemmen,Stemmen,59.44895,5.71584,H,PND,NO,,14.0,1160.0,,,0,,288,Europe/Oslo,2014-08-14
224018,9333416,Stemmen,Stemmen,Stemmen,58.450230000000005,6.08584,H,PND,NO,,14.0,1101.0,,,0,,209,Europe/Oslo,2014-08-14
230485,9340043,Stemmen,Stemmen,Stemmen,58.4124,6.76537,H,PND,NO,,42.0,4207.0,,,0,,339,Europe/Oslo,2019-12-12
234800,9344494,Stemmen,Stemmen,Stemmen,58.718619999999994,5.71606,H,PND,NO,,14.0,1121.0,,,0,,69,Europe/Oslo,2014-08-14
235120,9344821,Stemma,Stemma,"Stemma,Stemmen",58.632690000000004,5.60345,H,PND,NO,,14.0,1119.0,,,0,,18,Europe/Oslo,2014-08-14
303283,9423436,Stemmen,Stemmen,Stemmen,58.70214,9.169319999999999,S,FRM,NO,,42.0,4201.0,,,0,,33,Europe/Oslo,2019-12-12
324071,9444305,Stemmen,Stemmen,Stemmen,59.003780000000006,5.65361,S,FRM,NO,,14.0,1127.0,,,0,,18,Europe/Oslo,2014-09-05
360642,9480961,Stemmen,Stemmen,Stemmen,58.88151,6.009440000000001,S,FRM,NO,,14.0,1108.0,,,0,,103,Europe/Oslo,2019-12-12
381443,9536426,Stemmen,Stemmen,Stemmen,58.24845,7.86948,P,PPL,NO,,42.0,4223.0,,,0,,219,Europe/Oslo,2019-12-12
386864,9544402,Stemmen,Stemmen,Stemmen,58.35247,7.465610000000001,H,MRSH,NO,,42.0,4205.0,,,0,,324,Europe/Oslo,2019-12-12
388874,9546419,Stemmen,Stemmen,Stemmen,58.86427,5.56471,H,MRSH,NO,,14.0,1124.0,,,0,,10,Europe/Oslo,2014-09-16
389433,9546978,Stemmen,Stemmen,Stemmen,59.30935,4.90268,H,MRSH,NO,,14.0,1151.0,,,0,,13,Europe/Oslo,2014-09-16
396218,9553827,Stemmen,Stemmen,Stemmen,58.42077,6.96885,H,MRSH,NO,,42.0,4227.0,,,0,,333,Europe/Oslo,2019-12-12
404673,9562343,Stemmen,Stemmen,Stemmen,58.189040000000006,7.81347,H,MRSH,NO,,42.0,4204.0,,,0,,153,Europe/Oslo,2019-12-12
405464,9563134,Stemmen,Stemmen,Stemmen,58.41123,6.775360000000001,H,MRSH,NO,,42.0,4207.0,,,0,,356,Europe/Oslo,2019-12-12
418262,9576180,Stemmen,Stemmen,Stemmen,59.54046999999999,6.32075,H,MRSH,NO,,14.0,1134.0,,,0,,189,Europe/Oslo,2014-09-18
455331,9649677,Stemmen,Stemmen,Stemmen,59.561659999999996,10.35109,T,HLL,NO,,30.0,3005.0,,,0,,173,Europe/Oslo,2019-12-12
580339,9823959,Stemmen,Stemmen,Stemmen,58.98539,5.58134,S,FRM,NO,,14.0,1127.0,,,0,,9,Europe/Oslo,2014-11-10
598293,9843505,Stemmen,Stemmen,Stemmen,59.79374,6.80253,S,FRM,NO,,46.0,4618.0,,,0,,814,Europe/Oslo,2019-12-12
602905,11998405,Stemmen,Stemmen,Stemmen,59.561659999999996,10.35109,T,SLP,NO,,30.0,3005.0,,,0,,227,Europe/Oslo,2019-12-14
769,777561,Sør Stølen,Sor Stolen,"Sor Stolen,Stolen,Stølen,Sør Stølen",70.21667,21.4,T,PK,NO,NO,54.0,5432.0,,,0,,219,Europe/Oslo,2019-12-12
12847,3136658,Stølan,Stolan,"Stolan,Stolen,Stølan,Stølen",62.87895,8.21673,S,FRM,NO,NO,8.0,1560.0,,,0,,332,Europe/Oslo,2013-05-24
12848,3136659,Stølen,Stolen,"Stolen,Stølen",62.48333,9.55,S,FRM,NO,,21.0,5021.0,,,0,,640,Europe/Oslo,2018-05-09
12849,3136660,Stol,Stol,"Stol,Stolen",61.978519999999996,7.14658,S,FRM,NO,,46.0,4651.0,,,0,,820,Europe/Oslo,2019-12-12
12850,3136661,Stølen,Stolen,"Stolen,Stoylen,Stöylen,Stølen",61.514959999999995,6.15131,S,FRM,NO,NO,46.0,4647.0,,,0,,207,Europe/Oslo,2019-12-12
40492,3212349,Stolfjellet,Stolfjellet,"Stolen,Stolfjellet",64.56381,11.14,T,HLL,NO,NO,21.0,5007.0,,,0,,230,Europe/Oslo,2019-12-12
56635,8556888,Stølen skole,Stolen skole,"Stolen skole,Stølen skole",62.61186,9.737910000000001,S,SCH,NO,,21.0,5021.0,,,0,,570,Europe/Oslo,2018-05-08
62415,8588197,Stølen,Stolen,"Stolen,Stølen",60.642309999999995,8.590760000000001,S,BDG,NO,,30.0,3043.0,,,0,,420,Europe/Oslo,2019-12-12
63714,8589497,Stølen,Stolen,"Stolen,Stølen",58.49114,8.76672,S,BDG,NO,,42.0,4203.0,,,0,,46,Europe/Oslo,2019-12-12
87005,9055862,Stolen,Stolen,Stolen,59.02236,11.03449,T,ISLET,NO,,30.0,3011.0,,,0,,4,Europe/Oslo,2019-12-12
96340,9065282,Stolen,Stolen,Stolen,58.48591,6.5552399999999995,T,HDLD,NO,,14.0,1112.0,,,0,,366,Europe/Oslo,2014-05-29
96434,9065376,Stolen,Stolen,Stolen,58.210280000000004,7.95821,T,HDLD,NO,,42.0,4204.0,,,0,,127,Europe/Oslo,2019-12-12
105882,9135786,Øverøystolen,Overoystolen,"Orastolen,Overoystolen,Stolen,Ørastolen,Øverøystolen",62.43031,7.17813,T,MT,NO,,8.0,1578.0,,,0,,1075,Europe/Oslo,2019-12-12
111686,9141594,Stolen,Stolen,Stolen,62.082390000000004,5.90287,T,MT,NO,,8.0,1577.0,,,0,,40,Europe/Oslo,2019-12-12
118509,9148466,Stolen,Stolen,Stolen,59.84126,7.73583,T,MT,NO,,38.0,3825.0,,,0,,1473,Europe/Oslo,2019-12-12
143342,9207770,Kvanngrøfjellet,Kvanngrofjellet,"Kvanngrofjellet,Kvanngrøfjellet,Stolen",61.300309999999996,6.37246,T,HLL,NO,,46.0,4640.0,,,0,,692,Europe/Oslo,2019-12-12
151974,9216529,Stølen,Stolen,"Stolen,Stølen",58.79551,5.98459,T,HLL,NO,,14.0,1122.0,,,0,,149,Europe/Oslo,2014-07-15
156779,9221353,Stolen,Stolen,Stolen,63.29675,9.232289999999999,T,HLL,NO,,21.0,5055.0,,,0,,300,Europe/Oslo,2019-12-12
159835,9224505,Stølen,Stolen,"Stolen,Stølen",58.390809999999995,8.300180000000001,T,HLL,NO,,42.0,4216.0,,,0,,270,Europe/Oslo,2019-12-12
162682,9227562,Stølen,Stolen,"Stolen,Stølen",61.36915,4.91725,T,HLL,NO,,46.0,4645.0,,,0,,320,Europe/Oslo,2019-12-12
183792,9248993,Stolen,Stolen,Stolen,59.84421,5.999140000000001,T,HLL,NO,,46.0,4617.0,,,0,,410,Europe/Oslo,2019-12-12
238249,9348274,Stolen,Stolen,Stolen,60.81581,5.2880199999999995,T,HLL,NO,,46.0,4634.0,,,0,,-9999,Europe/Oslo,2019-12-12
241139,9351434,Stolen,Stolen,Stolen,58.911519999999996,8.27716,T,HLL,NO,,42.0,4217.0,,,0,,719,Europe/Oslo,2019-12-12
243035,9353383,Stolen,Stolen,Stolen,68.25744,14.028720000000002,T,HLL,NO,,9.0,1860.0,,,0,,32,Europe/Oslo,2014-08-15
250883,9361240,Stolen,Stolen,Stolen,61.455040000000004,6.00873,T,HLL,NO,,46.0,4647.0,,,0,,140,Europe/Oslo,2019-12-12
251798,9362163,Stølen,Stolen,"Stolen,Stølen",61.78612,6.8436,T,HLL,NO,,46.0,4651.0,,,0,,737,Europe/Oslo,2019-12-12
271577,9381973,Stølen,Stolen,"Stolen,Stølen",58.27763,7.683739999999999,T,HLL,NO,,42.0,4204.0,,,0,,264,Europe/Oslo,2019-12-12
287787,9398556,Stolen,Stolen,Stolen,61.771609999999995,4.85152,T,HLL,NO,,46.0,4648.0,,,0,,146,Europe/Oslo,2019-12-12
300206,9420356,Stølen,Stolen,"Stolen,Stølen",58.516369999999995,8.13269,S,FRM,NO,,42.0,4216.0,,,0,,257,Europe/Oslo,2019-12-12
302296,9422449,Stølen,Stolen,"Stolen,Stølen",61.241080000000004,8.8782,S,FRM,NO,,34.0,3453.0,,,0,,760,Europe/Oslo,2019-12-12
302553,9422706,Stølen,Stolen,"Stolen,Stølen",61.06561,9.17929,S,FRM,NO,,34.0,3453.0,,,0,,650,Europe/Oslo,2019-12-12
304658,9424811,Stølen,Stolen,"Stolen,Stølen",61.43468000000001,5.60003,S,FRM,NO,,46.0,4647.0,,,0,,200,Europe/Oslo,2019-12-12
305006,9425159,Stølen,Stolen,"Stolen,Stølen",61.3732,7.32406,S,FRM,NO,,46.0,4644.0,,,0,,85,Europe/Oslo,2019-12-12
306436,9426589,Stølen,Stolen,"Stolen,Stølen",61.552640000000004,5.1594,S,FRM,NO,,46.0,4602.0,,,0,,-9999,Europe/Oslo,2019-12-12
