,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
598394,9843664,Bergstaulen,Bergstaulen,"Bergstaul ovre,Bergstaul øvre,Bergstaulen,Ovre Bergstaul,Øvre Bergstaul",59.8523,8.43015,S,FRM,NO,,38.0,3818.0,,,0,,890,Europe/Oslo,2019-12-12
598537,9843807,"Røynebuin,østre","Roynebuin,ostre","Ovre Roynebuin,Roynebuin ostre,Røynebuin østre,Øvre Røynebuin",59.98361,9.16145,S,FRM,NO,,30.0,3051.0,,,0,,774,Europe/Oslo,2019-12-12
598559,9843829,Øvre Fjellstul,Ovre Fjellstul,"Ovre Fjellstul,Øvre Fjellstul",59.9467,8.95496,S,FRM,NO,,38.0,3818.0,,,0,,885,Europe/Oslo,2019-12-12
598592,9843862,Øvre Dålån,Ovre Dalan,"Ovre Dalan,Øvre Dålån",59.91197,9.05308,S,FRM,NO,,38.0,3818.0,,,0,,694,Europe/Oslo,2019-12-12
598913,9844186,Øvre Kurverud,Ovre Kurverud,"Ovre Kurverud,Øvre Kurverud",60.18594,8.97077,S,FRM,NO,,30.0,3052.0,,,0,,560,Europe/Oslo,2019-12-12
598940,9844213,Smettbak,Smettbak,"Ovre Smettbaken,Smettbak,Øvre Smettbaken",60.15526,9.11617,S,FRM,NO,,30.0,3052.0,,,0,,540,Europe/Oslo,2019-12-12
598969,9844242,"Toensætri,øvre","Toensaetri,ovre","Ovre Toensetre,Toensaetri ovre,Toensætri øvre,Øvre Toensetre",60.07751,9.198080000000001,S,FRM,NO,,30.0,3051.0,,,0,,560,Europe/Oslo,2019-12-12
599364,9844638,Øvre Vieren,Ovre Vieren,"Ovre Vieren,Øvre Vieren",60.406209999999994,8.31482,S,FRM,NO,,30.0,3044.0,,,0,,927,Europe/Oslo,2019-12-12
601218,11844424,Øvre Kaldbakken,Ovre Kaldbakken,"Ovre Kaldbakken,Øvre Kaldbakken",59.95188,10.862060000000001,P,PPLX,NO,,12.0,301.0,,,0,,172,Europe/Oslo,2018-05-11
601219,11844425,Øvre Fossum,Ovre Fossum,"Ovre Fossum,Øvre Fossum",59.95936999999999,10.926839999999999,P,PPLX,NO,,12.0,301.0,,,0,,220,Europe/Oslo,2018-05-11
601877,11872074,Øvre Eftang,Ovre Eftang,"Ovre Eftang,Øvre Eftang",59.02018,10.14437,P,PPLX,NO,,38.0,3805.0,,,0,,50,Europe/Oslo,2019-12-14
602010,11872526,Øvre Dreng,Ovre Dreng,"Ovre Dreng,Øvre Dreng",59.034040000000005,10.08527,P,PPL,NO,,38.0,3805.0,,,0,,25,Europe/Oslo,2019-12-14
602098,11873302,Øvre Vadet,Ovre Vadet,"Ovre Vadet,Øvre Vadet",59.64306,10.18556,L,LCTY,NO,,38.0,3802.0,,,0,,160,Europe/Oslo,2019-12-14
602280,11873687,Øvre Kalmoe,Ovre Kalmoe,"Ovre Kalmoe,Øvre Kalmoe",59.605,10.13844,S,FRM,NO,,38.0,3802.0,,,0,,103,Europe/Oslo,2019-12-14
602415,11909040,Øvre Korpås,Ovre Korpas,"Ovre Korpas,Øvre Korpås",59.58191,10.12241,T,HLL,NO,,38.0,3802.0,,,0,,220,Europe/Oslo,2019-12-14
603062,11998562,Øvre Svingen,Ovre Svingen,"Ovre Svingen,Øvre Svingen",59.559380000000004,10.03633,T,VAL,NO,,38.0,3802.0,,,0,,220,Europe/Oslo,2019-12-14
603063,11998563,Øvre Lindsetseter,Ovre Lindsetseter,"Ovre Lindsetseter,Øvre Lindsetseter",59.557559999999995,10.01075,S,HUT,NO,,38.0,3802.0,,,0,,440,Europe/Oslo,2019-12-14
603064,11998564,Øvre Li,Ovre Li,"Ovre Li,Øvre Li",59.507540000000006,10.23602,S,FRM,NO,,38.0,3802.0,,,0,,130,Europe/Oslo,2019-12-14
603065,11998565,Øvre Kleivan,Ovre Kleivan,"Ovre Kleivan,Øvre Kleivan",59.520680000000006,10.27795,P,PPL,NO,,38.0,3802.0,,,0,,3,Europe/Oslo,2019-12-14
603066,11998566,Øvre Dalsrud,Ovre Dalsrud,"Ovre Dalsrud,Øvre Dalsrud",59.54465,10.18013,T,SLP,NO,,38.0,3802.0,,,0,,220,Europe/Oslo,2019-12-14
604018,12077617,Øvre Ono,Ovre Ono,"Ovre Ono,Øvre Ono",59.1061,10.01112,P,PPL,NO,,38.0,3805.0,,,0,,100,Europe/Oslo,2019-12-14
604019,12077618,Øvre Barkevik,Ovre Barkevik,"Ovre Barkevik,Øvre Barkevik",59.10872,10.38362,L,LCTY,NO,,38.0,3811.0,,,0,,30,Europe/Oslo,2019-12-14
604986,12080439,Øvre Verket,Ovre Verket,"Ovre Verket,Øvre Verket",59.19647,10.09262,S,HSE,NO,,38.0,3805.0,,,0,,80,Europe/Oslo,2019-12-14
604987,12080440,Øvre Vassenga,Ovre Vassenga,"Ovre Vassenga,Øvre Vassenga",59.19217,10.117289999999999,S,HSE,NO,,38.0,3805.0,,,0,,40,Europe/Oslo,2019-12-14
604988,12080441,Øvre Tørrestad,Ovre Torrestad,"Ovre Torrestad,Øvre Tørrestad",59.202130000000004,10.147689999999999,S,HSE,NO,,38.0,3804.0,,,0,,80,Europe/Oslo,2019-12-14
604989,12080442,Øvre Hasle,Ovre Hasle,"Ovre Hasle,Øvre Hasle",59.14923,10.23104,P,PPL,NO,,38.0,3804.0,,,0,,50,Europe/Oslo,2019-12-14
57137,8557390,Adolf Øiens skole,Adolf Oiens skole,"Adolf Oiens skole,Adolf Oyens skole,Adolf Øiens skole,Adolf Øyens skole",63.42774,10.387880000000001,S,SCH,NO,,21.0,5001.0,,,0,,11,Europe/Oslo,2018-05-08
39225,3163359,Alma,Alma,"Aallejejohke,Alma",64.36307,12.77396,H,STM,NO,,21.0,,,,0,,240,Europe/Oslo,2019-09-05
316779,9436989,Almå,Alma,"Alma,Almå",63.25337,11.10932,S,FRM,NO,,21.0,5032.0,,,0,,240,Europe/Oslo,2018-05-08
59997,8585775,Bekkevold,Bekkevold,Bekkevold,59.19874,10.96993,S,BDG,NO,,30.0,3004.0,,,0,,5,Europe/Oslo,2019-12-12
303103,9423256,Bekkevold,Bekkevold,Bekkevold,61.156000000000006,10.33452,S,FRM,NO,,34.0,3405.0,,,0,,200,Europe/Oslo,2019-12-12
326768,9447009,Bekkevold,Bekkevold,Bekkevold,59.566559999999996,10.26197,S,FRM,NO,,38.0,3802.0,,,0,,10,Europe/Oslo,2019-12-12
335175,9455426,Bekkevold,Bekkevold,Bekkevold,69.67973,30.098229999999997,S,FRM,NO,,54.0,5444.0,,,0,,40,Europe/Oslo,2019-12-12
336851,9457103,Bekkevold,Bekkevold,Bekkevold,65.3317,12.93861,S,FRM,NO,,9.0,1813.0,,,0,,-9999,Europe/Oslo,2014-09-05
341225,9461481,Bekkevold,Bekkevold,Bekkevold,59.39957,9.20143,S,FRM,NO,,38.0,3817.0,,,0,,106,Europe/Oslo,2019-12-12
371720,9492130,Bekkevold,Bekkevold,Bekkevold,59.70981,10.878260000000001,S,FRM,NO,,30.0,3020.0,,,0,,119,Europe/Oslo,2019-12-12
378597,9501123,Bekkevold,Bekkevold,"Bekkevold,Bekkevoll",60.189780000000006,11.644680000000001,S,FRM,NO,,34.0,3415.0,,,0,,140,Europe/Oslo,2019-12-12
596026,9841237,Bekkevold,Bekkevold,Bekkevold,65.33643000000001,12.35403,S,FRM,NO,,9.0,1812.0,,,0,,100,Europe/Oslo,2014-11-11
603616,11999116,Bekkevold,Bekkevold,Bekkevold,59.566559999999996,10.26197,P,PPL,NO,,38.0,3802.0,,,0,,20,Europe/Oslo,2019-12-14
3865,780701,Berg,Berg,Berg,69.67416,29.914640000000002,S,FRM,NO,,54.0,5444.0,,,0,,1,Europe/Oslo,2019-12-12
37517,3161629,Bergvannet,Bergvannet,"Berg Vatn,Bergvannet,Bergvatnet",59.58435,11.4972,H,PND,NO,NO,30.0,3014.0,,,0,,185,Europe/Oslo,2019-12-12
37568,3161680,Bergsvollan,Bergsvollan,"Berg Seter,Bergsaetra,Bergsaetrin,Bergsvollan,Bergsætra,Bergsætrin",62.93226,10.0412,S,FRM,NO,NO,21.0,5027.0,,,0,,560,Europe/Oslo,2018-05-08
37627,3161741,Berge,Berge,"Berg,Berge",62.98333,7.88333,P,PPL,NO,NO,8.0,1560.0,,,0,,-9999,Europe/Oslo,2012-01-19
37675,3161790,Ytre Berg,Ytre Berg,"Berg,Ytre Berg",69.5719,18.94438,S,FRM,NO,NO,54.0,5401.0,,,0,,-9999,Europe/Oslo,2019-12-12
37676,3161791,Berg,Berg,"Berg,Bergi vald,Bergs kommun,Birgi,Comuna Berg,Gmina Berg,Kommun Berg,bei ge,berga,brgh,Берг,برغ,বের্গ,貝格",69.45,17.25,P,PPL,NO,,54.0,5421.0,,,0,,-9999,Europe/Oslo,2019-12-12
37681,3161796,Berg,Berg,"Berg,Berg i Helgeland",65.3675,12.19775,P,PPL,NO,,9.0,1812.0,,,474,,20,Europe/Oslo,2013-05-24
37682,3161797,Berg,Berg,Berg,63.416669999999996,9.53333,P,PPL,NO,,21.0,5059.0,,,0,,180,Europe/Oslo,2019-12-14
37693,3161808,Berg,Berg,Berg,59.166669999999996,11.15,P,PPL,NO,,30.0,3003.0,,,0,,22,Europe/Oslo,2019-12-12
37701,3161816,Berget,Berget,"Berg,Berget",60.95276,11.86288,S,FRM,NO,NO,34.0,3420.0,,,0,,530,Europe/Oslo,2019-12-12
37706,3161821,Bergsseteren,Bergsseteren,"Berg,Bergli,Bergsseteren",64.32655,12.6323,S,FRM,NO,,21.0,5041.0,,,0,,400,Europe/Oslo,2019-09-05
37710,3161825,Bergheim,Bergheim,"Berg,Bergeim,Bergheim",61.125840000000004,6.73354,S,FRM,NO,NO,46.0,4639.0,,,0,,180,Europe/Oslo,2019-12-12
37720,3161835,Berg,Berg,Berg,69.44583,17.2995,S,CH,NO,,54.0,5421.0,,,0,,-9999,Europe/Oslo,2019-12-12
37721,3161836,Berg kirke,Berg kirke,"Berg,Berg kirke",59.13783000000001,11.32945,S,CH,NO,,30.0,3001.0,,,0,,78,Europe/Oslo,2019-12-12
55469,8532349,Berg gamle kirke,Berg gamle kirke,Berg gamle kirke,58.99304,9.91907,S,CH,NO,,38.0,3805.0,,,0,,14,Europe/Oslo,2019-12-12
55492,8532372,Berg,Berg,Berg,58.99123,9.9153,S,CH,NO,,38.0,3805.0,,,0,,31,Europe/Oslo,2019-12-12
55578,8532458,Berg,Berg,"Berg,Berg arbeidskirke",63.4226,10.42508,S,CH,NO,,21.0,5001.0,,,0,,100,Europe/Oslo,2018-05-08
56236,8556489,Berg skole,Berg skole,Berg skole,59.16619,11.145,S,SCH,NO,,30.0,3003.0,,,0,,26,Europe/Oslo,2019-12-12
56241,8556494,Berg skole,Berg skole,Berg skole,59.12453000000001,11.29831,S,SCH,NO,,30.0,3001.0,,,0,,17,Europe/Oslo,2019-12-12
56340,8556593,Berg skole,Berg skole,Berg skole,59.60451,9.66607,S,SCH,NO,,30.0,3006.0,,,0,,144,Europe/Oslo,2019-12-12
56662,8556915,Berg arbeidsskole,Berg arbeidsskole,Berg arbeidsskole,59.29922,10.402460000000001,S,SCH,NO,,38.0,3803.0,,,0,,57,Europe/Oslo,2019-12-12
57138,8557391,Berg skole,Berg skole,Berg skole,63.419309999999996,10.41548,S,SCH,NO,,21.0,5001.0,,,0,,100,Europe/Oslo,2018-05-08
58063,8558316,Berg,Berg,Berg,59.1255,11.291780000000001,S,RSTN,NO,,30.0,3001.0,,,0,,12,Europe/Oslo,2019-12-12
60148,8585927,Berg,Berg,Berg,59.443259999999995,11.14672,S,BDG,NO,,30.0,3015.0,,,0,,100,Europe/Oslo,2019-12-12
61390,8587172,Berg,Berg,Berg,61.125769999999996,10.22842,S,BDG,NO,,34.0,3405.0,,,0,,360,Europe/Oslo,2019-12-12
62167,8587949,Berg,Berg,Berg,59.66738,9.644169999999999,S,BDG,NO,,30.0,3006.0,,,0,,164,Europe/Oslo,2019-12-12
62229,8588011,Berg,Berg,Berg,60.32273000000001,10.11096,S,BDG,NO,,30.0,3007.0,,,0,,169,Europe/Oslo,2019-12-12
62540,8588322,Berg,Berg,Berg,59.749019999999994,9.87273,S,BDG,NO,,30.0,3048.0,,,0,,25,Europe/Oslo,2019-12-12
62822,8588604,Berg bru,Berg bru,Berg bru,58.9933,9.91944,S,BDG,NO,,38.0,3805.0,,,0,,14,Europe/Oslo,2019-12-12
62888,8588670,Berg vest,Berg vest,Berg vest,59.66112,10.23414,S,BDG,NO,,38.0,3802.0,,,0,,71,Europe/Oslo,2019-12-12
62957,8588739,Berg søndre,Berg sondre,"Berg sondre,Berg søndre",59.291869999999996,10.13086,S,BDG,NO,,38.0,3804.0,,,0,,64,Europe/Oslo,2019-12-12
174959,9240140,Berg,Berg,Berg,59.104169999999996,11.25734,T,HLL,NO,,30.0,3001.0,,,0,,84,Europe/Oslo,2019-12-12
245663,9356019,Berg,Berg,"Berg,Jensenberget",70.71754,28.070459999999997,T,HLL,NO,,54.0,5439.0,,,0,,20,Europe/Oslo,2019-12-12
292624,9404391,Berg,Berg,Berg,63.420609999999996,10.422830000000001,P,PPLL,NO,,21.0,5001.0,,,0,,110,Europe/Oslo,2018-05-08
292979,9413117,Berg,Berg,Berg,60.409690000000005,10.505989999999999,S,FRM,NO,,34.0,3446.0,,,0,,200,Europe/Oslo,2019-12-12
294453,9414595,Berg,Berg,Berg,60.30324,12.25804,S,FRM,NO,,34.0,3401.0,,,0,,235,Europe/Oslo,2019-12-12
295589,9415732,Berg,Berg,"Berg,Berget",60.54615,9.1973,S,FRM,NO,,30.0,3040.0,,,0,,660,Europe/Oslo,2019-12-12
295707,9415850,Berg,Berg,Berg,60.627790000000005,9.68822,S,FRM,NO,,34.0,3449.0,,,0,,620,Europe/Oslo,2019-12-12
296188,9416333,Berg,Berg,Berg,60.67165,10.69851,S,FRM,NO,,34.0,3443.0,,,0,,400,Europe/Oslo,2019-12-12
296403,9416548,Berg,Berg,Berg,60.53584,10.67706,S,FRM,NO,,34.0,3443.0,,,0,,543,Europe/Oslo,2019-12-12
296439,9416584,Berg,Berg,Berg,60.717940000000006,8.93965,S,FRM,NO,,30.0,3041.0,,,0,,600,Europe/Oslo,2019-12-12
296678,9416823,Berg,Berg,Berg,60.62899,10.904119999999999,S,FRM,NO,,34.0,3442.0,,,0,,290,Europe/Oslo,2019-12-12
296881,9417026,Berg,Berg,Berg,60.69706,11.18661,S,FRM,NO,,34.0,3413.0,,,0,,244,Europe/Oslo,2019-12-12
297399,9417544,Berg,Berg,Berg,60.624759999999995,12.00418,S,FRM,NO,,34.0,3418.0,,,0,,190,Europe/Oslo,2019-12-12
297511,9417656,Berg,Berg,Berg,60.581,12.079189999999999,S,FRM,NO,,34.0,3418.0,,,0,,200,Europe/Oslo,2019-12-12
297626,9417771,Berg,Berg,Berg,60.515519999999995,11.98488,S,FRM,NO,,34.0,3418.0,,,0,,171,Europe/Oslo,2019-12-12
298211,9418358,Berg,Berg,Berg,60.88533,8.47558,S,FRM,NO,,30.0,3042.0,,,0,,900,Europe/Oslo,2019-12-12
298376,9418525,Berg,Berg,Berg,60.968999999999994,9.25178,S,FRM,NO,,34.0,3451.0,,,0,,355,Europe/Oslo,2019-12-12
298526,9418675,Berg,Berg,Berg,60.83825,9.52197,S,FRM,NO,,34.0,3449.0,,,0,,460,Europe/Oslo,2019-12-12
298698,9418848,Berg,Berg,Berg,60.86951,9.62476,S,FRM,NO,,34.0,3450.0,,,0,,560,Europe/Oslo,2019-12-12
299227,9419377,Berg,Berg,Berg,60.811890000000005,10.10024,S,FRM,NO,,34.0,3448.0,,,0,,139,Europe/Oslo,2019-12-12
299333,9419483,Berg,Berg,Berg,60.985859999999995,10.63653,S,FRM,NO,,34.0,3411.0,,,0,,220,Europe/Oslo,2019-12-12
299353,9419503,Berg,Berg,Berg,60.974030000000006,10.57365,S,FRM,NO,,34.0,3407.0,,,0,,260,Europe/Oslo,2019-12-12
299712,9419862,Berg,Berg,Berg,60.80986,10.651539999999999,S,FRM,NO,,34.0,3407.0,,,0,,285,Europe/Oslo,2019-12-12
300140,9420290,"Berg,mellom","Berg,mellom",Berg mellom,60.87226999999999,10.84366,S,FRM,NO,,34.0,3411.0,,,0,,274,Europe/Oslo,2019-12-12
300215,9420365,Berg,Berg,Berg,60.85278,10.98242,S,FRM,NO,,34.0,3411.0,,,0,,220,Europe/Oslo,2019-12-12
300512,9420662,Berg,Berg,Berg,60.880669999999995,11.13234,S,FRM,NO,,34.0,3403.0,,,0,,420,Europe/Oslo,2019-12-12
300796,9420946,Berg,Berg,Berg,60.816480000000006,11.35069,S,FRM,NO,,34.0,3412.0,,,0,,233,Europe/Oslo,2019-12-12
300896,9421046,Berg,Berg,Berg,60.77456,11.257710000000001,S,FRM,NO,,34.0,3413.0,,,0,,163,Europe/Oslo,2019-12-12
301087,9421237,Berg,Berg,Berg,60.956669999999995,11.6152,S,FRM,NO,,34.0,3420.0,,,0,,480,Europe/Oslo,2019-12-12
301258,9421408,Berg,Berg,Berg,60.82529,11.72692,S,FRM,NO,,34.0,3420.0,,,0,,270,Europe/Oslo,2019-12-12
302315,9422468,Berg,Berg,Berg,61.20479,8.96671,S,FRM,NO,,34.0,3453.0,,,0,,760,Europe/Oslo,2019-12-12
302891,9423044,Berg,Berg,"Berg,Gudbrandhaugen,Haugstad",61.23013,10.304910000000001,S,FRM,NO,,34.0,3441.0,,,0,,640,Europe/Oslo,2019-12-12
303208,9423361,Berg,Berg,Berg,61.02595,10.08355,S,FRM,NO,,34.0,3448.0,,,0,,840,Europe/Oslo,2019-12-12
303297,9423450,Berg,Berg,Berg,61.20584,10.42867,S,FRM,NO,,34.0,3440.0,,,0,,260,Europe/Oslo,2019-12-12
303609,9423762,Berg,Berg,Berg,61.03333000000001,10.51785,S,FRM,NO,,34.0,3411.0,,,0,,300,Europe/Oslo,2019-12-12
304093,9424246,Berg,Berg,Berg,61.114830000000005,11.95797,S,FRM,NO,,34.0,3421.0,,,0,,453,Europe/Oslo,2019-12-12
304101,9424254,Berg,Berg,Berg,61.11646,12.07755,S,FRM,NO,,34.0,3421.0,,,0,,560,Europe/Oslo,2019-12-12
304187,9424340,Berg,Berg,Berg,61.210809999999995,12.39506,S,FRM,NO,,34.0,3421.0,,,0,,413,Europe/Oslo,2019-12-12
305548,9425701,Berg,Berg,Berg,61.299490000000006,10.26314,S,FRM,NO,,34.0,3440.0,,,0,,331,Europe/Oslo,2019-12-12
305565,9425718,Berg,Berg,Berg,61.286609999999996,9.99894,S,FRM,NO,,34.0,3441.0,,,0,,620,Europe/Oslo,2019-12-12
306182,9426335,Berg,Berg,Berg,61.353730000000006,12.24587,S,FRM,NO,,34.0,3421.0,,,0,,440,Europe/Oslo,2019-12-12
306439,9426592,Berg,Berg,Berg,61.54152,5.2388,S,FRM,NO,,46.0,4602.0,,,0,,176,Europe/Oslo,2019-12-12
306543,9426696,Berg,Berg,Berg,61.59846999999999,5.96862,S,FRM,NO,,46.0,4647.0,,,0,,340,Europe/Oslo,2019-12-12
307355,9427508,Berg,Berg,Berg,61.52176,10.16649,S,FRM,NO,,34.0,3439.0,,,0,,400,Europe/Oslo,2019-12-12
308045,9428198,"Berg,øvre","Berg,ovre","Berg ovre,Berg øvre,Ovreberg,Øvreberg",61.889590000000005,6.6704300000000005,S,FRM,NO,,46.0,4651.0,,,0,,1,Europe/Oslo,2019-12-12
308048,9428201,"Berg,nedre","Berg,nedre","Berg nedre,Nedreberg",61.8913,6.681,S,FRM,NO,,46.0,4651.0,,,0,,1,Europe/Oslo,2019-12-12
309617,9429776,Berg,Berg,Berg,62.240230000000004,7.2666,S,FRM,NO,,8.0,1578.0,,,0,,226,Europe/Oslo,2019-12-12
309980,9430142,Berg,Berg,Berg,62.00354,10.01937,S,FRM,NO,,34.0,3429.0,,,0,,900,Europe/Oslo,2019-12-12
310527,9430691,Berg,Berg,Berg,62.29209,5.902880000000001,S,FRM,NO,,8.0,1516.0,,,0,,190,Europe/Oslo,2014-09-04
311599,9431801,Berg,Berg,Berg,62.747640000000004,7.22572,S,FRM,NO,,8.0,1506.0,,,0,,15,Europe/Oslo,2019-12-12
311643,9431845,Berg,Berg,Berg,62.69971999999999,7.46368,S,FRM,NO,,8.0,1506.0,,,0,,120,Europe/Oslo,2019-12-12
311749,9431951,Berg,Berg,Berg,62.58205,7.5732,S,FRM,NO,,8.0,1539.0,,,0,,292,Europe/Oslo,2014-09-04
312161,9432363,Berg,Berg,Berg,62.7114,10.04148,S,FRM,NO,,21.0,5022.0,,,0,,500,Europe/Oslo,2018-05-08
312333,9432535,Berg,Berg,"Berg,Nystuen",62.52729,11.060189999999999,S,FRM,NO,,34.0,3430.0,,,0,,679,Europe/Oslo,2019-12-12
312625,9432827,Berg,Berg,Berg,62.912009999999995,7.0887,S,FRM,NO,,8.0,1579.0,,,0,,47,Europe/Oslo,2019-12-12
313069,9433271,Berg,Berg,Berg,62.791709999999995,7.51248,S,FRM,NO,,8.0,1506.0,,,0,,200,Europe/Oslo,2019-12-12
313476,9433678,Berg,Berg,Berg,62.96351,10.17383,S,FRM,NO,,21.0,5027.0,,,0,,244,Europe/Oslo,2018-05-08
314195,9434399,Berg,Berg,Berg,63.15976,7.94763,S,FRM,NO,,8.0,1576.0,,,0,,40,Europe/Oslo,2014-09-04
314847,9435051,Berg,Berg,Berg,63.15144,10.118739999999999,S,FRM,NO,,21.0,5028.0,,,0,,320,Europe/Oslo,2018-05-08
315392,9435596,Berg,Berg,Berg,63.286590000000004,8.558710000000001,S,FRM,NO,,8.0,1576.0,,,0,,300,Europe/Oslo,2014-09-04
315566,9435770,Berg,Berg,Berg,63.32176,9.09923,S,FRM,NO,,21.0,5055.0,,,0,,1,Europe/Oslo,2019-12-12
316565,9436775,Berg,Berg,"Berg,Bjorgaunet,Bjørgaunet",63.43306,10.93299,S,FRM,NO,,21.0,5035.0,,,0,,24,Europe/Oslo,2018-05-08
316999,9437209,Berg,Berg,Berg,63.701980000000006,8.56227,S,FRM,NO,,21.0,5014.0,,,0,,3,Europe/Oslo,2018-05-08
317416,9437626,Berg,Berg,Berg,63.624140000000004,9.81719,S,FRM,NO,,21.0,5054.0,,,0,,-9999,Europe/Oslo,2018-05-08
318206,9438416,Berg,Berg,Berg,63.592940000000006,10.74409,S,FRM,NO,,21.0,5036.0,,,0,,110,Europe/Oslo,2018-05-08
318216,9438426,Berg,Berg,Berg,63.59819,10.9504,S,FRM,NO,,21.0,5037.0,,,0,,80,Europe/Oslo,2018-05-08
318345,9438556,Berg,Berg,Berg,63.51927,11.058810000000001,S,FRM,NO,,21.0,5035.0,,,0,,137,Europe/Oslo,2018-05-08
318457,9438668,Berg,Berg,Berg,63.719440000000006,11.26874,S,FRM,NO,,21.0,5037.0,,,0,,100,Europe/Oslo,2018-05-08
318560,9438771,Berg,Berg,Berg,63.65835,11.227269999999999,S,FRM,NO,,21.0,5037.0,,,0,,140,Europe/Oslo,2018-05-08
319392,9439603,Berg,Berg,Berg,68.01091,16.33376,S,FRM,NO,,9.0,1875.0,,,0,,160,Europe/Oslo,2019-12-14
319760,9439973,"Berg,øvre","Berg,ovre","Berg ovre,Berg øvre,Over-Berg,Øver-Berg",63.901959999999995,11.17731,S,FRM,NO,,21.0,5053.0,,,0,,25,Europe/Oslo,2018-05-08
319762,9439975,"Berg,nedre","Berg,nedre","Berg nedre,Ner-Berg",63.90073,11.173869999999999,S,FRM,NO,,21.0,5053.0,,,0,,40,Europe/Oslo,2018-05-08
319820,9440033,Berg,Berg,Berg,63.875919999999994,10.8151,S,FRM,NO,,21.0,5006.0,,,0,,145,Europe/Oslo,2019-12-12
320093,9440306,Berg,Berg,Berg,63.823209999999996,10.99039,S,FRM,NO,,21.0,5053.0,,,0,,35,Europe/Oslo,2018-05-08
320120,9440354,Berg søndre,Berg sondre,"Berg sondre,Berg søndre",59.16226999999999,11.14601,S,FRM,NO,,30.0,3003.0,,,0,,10,Europe/Oslo,2019-12-12
320399,9440633,"Berg,vestre","Berg,vestre","Berg vestre,Vestre Berg",63.79133,11.12278,S,FRM,NO,,21.0,5037.0,,,0,,60,Europe/Oslo,2018-05-08
320405,9440639,"Berg,l","Berg,l","Berg l,Litl-Berg",63.78836999999999,11.13048,S,FRM,NO,,21.0,5037.0,,,0,,1,Europe/Oslo,2018-05-08
320413,9440647,Berg nordre,Berg nordre,Berg nordre,59.44438,11.15731,S,FRM,NO,,30.0,3015.0,,,0,,87,Europe/Oslo,2019-12-12
320669,9440903,Berg,Berg,Berg,63.76883,11.06707,S,FRM,NO,,21.0,5037.0,,,0,,60,Europe/Oslo,2018-05-08
320683,9440917,Berg,Berg,Berg,59.35953000000001,11.20679,S,FRM,NO,,30.0,3003.0,,,0,,100,Europe/Oslo,2019-12-12
320780,9441014,Berg søndre,Berg sondre,"Berg sondre,Berg søndre",59.25776,11.1373,S,FRM,NO,,30.0,3003.0,,,0,,42,Europe/Oslo,2019-12-12
320786,9441020,Berg nordre,Berg nordre,Berg nordre,59.258869999999995,11.14075,S,FRM,NO,,30.0,3003.0,,,0,,39,Europe/Oslo,2019-12-12
320873,9441107,Berg østre,Berg ostre,"Berg ostre,Berg østre",63.87882,11.41653,S,FRM,NO,,21.0,5053.0,,,0,,80,Europe/Oslo,2018-05-08
321113,9441347,Berg,Berg,Berg,59.54291,10.81511,S,FRM,NO,,30.0,3014.0,,,0,,75,Europe/Oslo,2019-12-12
321173,9441407,Berg,Berg,Berg,63.94245,11.31829,S,FRM,NO,,21.0,5053.0,,,0,,33,Europe/Oslo,2018-05-08
321628,9441862,Berg,Berg,Berg,63.88135,11.42859,S,FRM,NO,,21.0,5053.0,,,0,,91,Europe/Oslo,2018-05-08
322060,9442294,Berg,Berg,Berg,59.7501,9.95345,S,FRM,NO,,30.0,3048.0,,,0,,59,Europe/Oslo,2019-12-12
322437,9442671,Berg nedre,Berg nedre,Berg nedre,59.60779,9.67568,S,FRM,NO,,30.0,3006.0,,,0,,105,Europe/Oslo,2019-12-12
322545,9442779,Berg,Berg,Berg,59.499790000000004,9.96746,S,FRM,NO,,30.0,3006.0,,,0,,99,Europe/Oslo,2019-12-12
322606,9442840,Berg,Berg,Berg,63.81658,11.93642,S,FRM,NO,,21.0,5038.0,,,0,,109,Europe/Oslo,2018-05-08
323250,9443484,Berg østre,Berg ostre,"Berg ostre,Berg østre",59.48647,10.875860000000001,S,FRM,NO,,30.0,3018.0,,,0,,40,Europe/Oslo,2019-12-12
324462,9444696,Berg,Berg,Berg,58.884609999999995,9.38375,S,FRM,NO,,38.0,3814.0,,,0,,35,Europe/Oslo,2019-12-12
324588,9444824,Berg,Berg,Berg,63.79131999999999,11.123510000000001,S,FRM,NO,,21.0,5037.0,,,0,,60,Europe/Oslo,2018-05-08
325148,9445388,Berg N.,Berg N.,Berg N.,59.46173,10.11011,S,FRM,NO,,38.0,3802.0,,,0,,101,Europe/Oslo,2019-12-12
325149,9445389,Berg S.,Berg S.,Berg S.,59.458890000000004,10.10475,S,FRM,NO,,38.0,3802.0,,,0,,92,Europe/Oslo,2019-12-12
325237,9445477,Berg mellom,Berg mellom,Berg mellom,59.35657,10.247630000000001,S,FRM,NO,,38.0,3803.0,,,0,,46,Europe/Oslo,2019-12-12
325238,9445478,Berg vestre,Berg vestre,Berg vestre,59.35096,10.239460000000001,S,FRM,NO,,38.0,3803.0,,,0,,34,Europe/Oslo,2019-12-12
325340,9445580,Berg søndre,Berg sondre,"Berg sondre,Berg søndre",59.49054,10.24986,S,FRM,NO,,38.0,3802.0,,,0,,138,Europe/Oslo,2019-12-12
