,_name,country,postcode,_type,lat,lng
463,Mexico,USA,29731,village,34.9379234,-81.0048005
464,Mexico,Austria,3872,village,48.8402465,15.0448654
465,Minesota,USA,,state,45.98965870000001,-94.6113288
466,Minesota,Brazil,13179-180,neighbourhood,-22.8147401,-47.1760678
467,Minesota,Mexico,66460,road,25.7458952,-100.28152340000001
468,Minesota,Cuba,,city,22.5,-80.66667
469,Minneapolis,USA,,city,44.970670500000004,-93.2682241
470,Minneapolis,USA,55415:55454,city,44.9772995,-93.2654692
471,Minneapolis,USA,,city,39.121945000000004,-97.706703
472,Minneapolis,USA,28652,village,36.099368299999995,-81.98734909999999
473,Minneapolis,USA,49642,road,43.876428999999995,-85.798051
474,Minneapolis,Mexico,31205,road,28.626321899999997,-106.10020290000001
475,Minneapolis,USA,58103-3400,road,46.84599179999999,-96.81984179999999
476,Minneapolis,USA,58104,road,46.8469249,-96.8598542
477,Minneapolis,USA,58109,road,46.848468,-96.796164
478,Montana,USA,,state,47.3752671,-109.63875790000002
479,Montana,Bulgaria,3400,city,43.4088984,23.2203193
480,Montana,Bulgaria,,county,43.44608,23.202530399999997
481,Montana,Bulgaria,,state,43.479324,23.116235699999997
482,Montana,Italy,33041,stream,45.869880200000004,13.3468381
483,Montana,Tajikistan,735820,peak,40.1417685,69.549029
484,Montana,USA,,village,62.079722200000006,-150.0727778
485,Montana,USA,,village,37.275339200000005,-95.1241339
486,Montana,USA,08808,village,40.7650986,-75.06739590000001
487,Montana,USA,,village,35.4250847,-93.5449095
488,Moskva,Russia,,city,55.7504461,37.6174943
489,Moskva,Russia,,state,55.479204599999996,37.3273304
490,Moskva,Russia,143059,river,55.7098009,37.0536908
491,Moskva,Russia,140230,river,55.4033937,38.5070172
492,Moskva,Russia,109649,river,55.609521799999996,37.8089581
493,Moskva,Russia,107140,station,55.778404099999996,37.6567616
494,Moskva,Russia,105066,station,55.774247499999994,37.659914
495,Moskva,Tajikistan,735330,village,37.842331099999996,69.68817320000001
496,Moskva,Russia,143271,stream,55.5116884,35.389790999999995
497,Moskva,Tajikistan,,stream,39.129236299999995,68.14690590000001
498,Myren,USA,,village,46.426067100000004,-86.42738309999999
499,Myren,Sweden,456 55,village,58.3453346,11.3252894
500,Myren,Sweden,,village,61.057203599999994,14.4871976
501,Myren,Norway,4658,village,58.25465,8.162963900000001
502,Myren,Norway,4613,farm,58.1328639,7.969547200000001
503,Myren,Norway,5237,village,60.2949537,5.3037295
504,Myren,Norway,5174,farm,60.342972200000006,5.187175
505,Myren,Sweden,76323,village,60.039747899999995,18.566476100000003
506,Myren,Norway,,village,65.7710211,12.4513905
507,Myren,Sweden,442 73,village,57.828656499999994,11.7256415
508,Natal,Brazil,,city,-5.805398,-35.208090500000004
509,Natal,USA,,village,36.986807299999995,-79.2672444
510,Natal,Indonesia,,city,0.5566449,99.1134353
511,Natal,Brazil,,village,-2.4570247000000003,-48.7414531
512,Natal,Brazil,,village,-6.663316,-55.493205
513,Natal,Brazil,,village,-5.8825703,-48.15861829999999
514,Natal,Brazil,,village,-7.004119,-71.4932747
515,Natal,Brazil,,village,-2.704085,-66.68222829999999
516,Natal,Brazil,,village,1.2461105,-49.990976700000004
517,Natal,South Africa,,state,-29.0,30.0
518,Nationen,USA,,neighbourhood,40.750261,-73.96719499999999
519,Nationen,Germany,53113,road,50.7188472,7.1251720999999995
520,Nationen,Germany,09111,university,50.8391669,12.9282994
521,Nationen,USA,10017,attraction,40.7496292,-73.96739000000001
522,Nationen,Switzerland,1202,building,46.2205388,6.1411153
523,Nationen,Switzerland,1209,building,46.22818839999999,6.141939900000001
524,Nationen,Germany,53113,university,50.7182847,7.1275688
525,Nationen,Ethiopia,,state,6.4536525000000005,36.660563700000004
526,Nationen,Sweden,227 33,building,55.7085819,13.1698227
527,Nationen,Cyprus,,road,35.0948495,32.928984
528,New England,USA,,county,44.204820899999994,-70.7553862
529,New England,United Kingdom,PE1 3DT,neighbourhood,52.5934191,-0.24919850000000002
530,New England,United Kingdom,EH30 9TQ,peak,55.990095,-3.3422623999999996
531,New England,United Kingdom,CO9 4BD,village,52.0559575,0.4918938
532,New England,USA,15133:15236,village,40.3347918,-79.92699449999999
533,New England,USA,18252,village,40.7825463,-75.9756066
534,New England,USA,44646,village,40.797073,-81.5001575
535,New England,USA,45778,village,39.333962799999995,-81.9409724
536,New England,USA,30752,village,34.910354999999996,-85.48024000000001
537,New England,USA,26578,village,39.4614743,-80.1706355
538,New York,USA,,state_district,40.7127281,-74.0060152
539,New York,USA,,state,43.1561681,-75.84499459999999
540,New York,United Kingdom,NE29 8EP,village,55.0252998,-1.4869496000000002
541,New York,USA,,village,30.838520199999998,-87.2008048
542,New York,USA,,village,39.6852874,-93.9268836
543,New York,USA,50165,village,40.8516701,-93.2599318
544,New York,USA,42053:42056:42087,village,36.9889428,-88.9525629
545,New York,USA,87007,village,35.0586534,-107.5272717
546,New York,Colombia,,village,2.1698657000000003,-72.165547
547,New York,Peru,,village,-6.1855023000000005,-75.18017859999999
548,Norden,Germany,26506,city,53.5942039,7.2067435
549,Norden,Brazil,,state,-4.2112672,-58.6507168
550,Norden,USA,95724,village,39.3178273,-120.3572125
551,Norden,USA,69220,village,42.8675434,-100.0744848
552,Norden,USA,72313,village,35.55424779999999,-90.1342595
553,Norden,United Kingdom,OL11 5SU,village,53.625925699999996,-2.2144188
554,Norden,Sweden,,neighbourhood,66.03336589999999,19.9963045
555,Norden,Norway,4634,farm,58.2308167,8.0228
556,Norden,Sudan,,state,19.0,30.0
557,Norden,Netherlands,,neighbourhood,52.5673407,6.606950599999999
558,Nordland,Norway,,state,67.27564050000001,13.8623606
559,Nordland,Germany,26571,county,53.641467799999994,6.9624413
560,Nordland,USA,98339,village,48.0509255,-122.69099609999999
561,Nordland,Norway,8063,village,67.6936003,12.7084317
562,Nordland,Denmark,1614,place_of_worship,55.6730466,12.5584903
563,Nordland,Hungary,9028,building,47.6634971,17.669095499999997
564,Nordland,Norway,8005,building,67.2804455,14.376351300000001
565,Nordland,Germany,24369,road,54.49100000000001,9.96583
566,Nordland,Germany,20537,building,53.544818400000004,10.0496105
567,Nordland,Germany,26465,building,53.74683050000001,7.489802
568,Norge,Norway,7810,administrative,64.5731537,11.5280364
569,Norge,Norway,,country,60.5000209,9.099971499999999
570,Norge,USA,,city,34.9883989,-97.9969886
571,Norge,Italy,66,village,46.049495799999995,11.0670824
572,Norge,USA,23127,village,37.3687575,-76.7705153
573,Norge,Sweden,,village,59.083216799999995,15.629934599999999
574,Norge,Sweden,,neighbourhood,59.405936200000006,14.6989161
575,Norge,Turkey,,city,40.4143041,40.7729619
576,Norge,France,44300,dry_cleaning,47.236379799999995,-1.5405265
577,Norge,Germany,51379,dry_cleaning,51.066912200000004,7.0016443
578,Nuten,Norway,,village,60.17840279999999,6.383969400000001
579,Nuten,Norway,5499,village,59.7801306,6.0820083
580,Nuten,Norway,,village,59.6101,8.592052800000001
581,Nuten,Norway,,village,59.8712694,8.542616699999998
582,Nuten,Norway,3652,village,59.8832694,9.032233300000001
583,Nuten,Norway,,village,59.9077361,8.948438900000001
584,Nuten,Norway,,village,59.84250279999999,8.3244306
585,Nuten,Norway,,village,59.5899333,8.4493278
586,Nuten,Norway,,village,59.891797200000006,8.9537444
587,Nuten,Norway,,village,59.43707220000001,8.717063900000001
588,Nørholmen,Norway,4887,village,58.3035103,8.512619500000001
589,Nørholmen,Norway,,county,63.338917,8.2718
590,Nørholmen,Norway,4887,bus_stop,58.302653,8.513508
591,Nørholmen,Norway,,county,63.3333,8.236260000000001
592,Ostende,Belgium,8400,city,51.2258565,2.919496
593,Ostende,Germany,,village,53.7521726,7.611249000000001
594,Ostende,Switzerland,1545,village,46.8999545,6.927556699999999
595,Ostende,Argentina,7167,village,-37.1249787,-56.8835152
596,Ostende,Belgium,,county,51.184683899999996,2.9226367000000004
597,Ostende,Argentina,C1419IAD,road,-34.6193054,-58.527380799999996
598,Ostende,Germany,04288,road,51.285903499999996,12.467849099999999
599,Ostende,Germany,22045,road,53.5856871,10.114627
600,Ostende,Germany,27386,road,53.08926820000001,9.538178
601,Paris,France,,city,48.856696899999996,2.3514616000000004
602,Paris,USA,72855,city,35.2920325,-93.7299173
603,Paris,USA,75460,city,33.661796200000005,-95.555513
604,Paris,USA,,city,38.2097987,-84.25298690000001
605,Paris,USA,89158,bus_stop,36.112001899999996,-115.17266090000001
606,Paris,Canada,N3L 2M3,city,43.193234000000004,-80.384281
607,Paris,Canada,,city,63.81289889999999,-138.6484861
608,Paris,USA,65275,city,39.4808721,-92.0012811
609,Pjatigorsk,Russia,,city,44.039775,43.0706669
610,Polden,Denmark,9800,road,57.458411100000006,9.9947595
611,Polden,United Kingdom,BA2 7PS,building,51.38053060000001,-2.3317889
612,Polden,Norway,5423,bus_stop,59.86646700000001,5.1018989999999995
613,Polden,United Kingdom,BA2 7PS,cafe,51.3804284,-2.3323529
614,Polden,Russia,432000,bar,54.3180754,48.398795299999996
615,Polden,Russia,,city,51.206109999999995,42.909440000000004
616,Roma,Italy,,city,41.894802,12.4853384
617,Roma,Italy,,county,41.8523336,12.630854199999998
618,Roma,Italy,00015,stream,42.061443,12.568262800000001
619,Roma,Mexico,,stream,30.952367499999998,-106.4388115
620,Roma,Argentina,S3000,neighbourhood,-31.642912,-60.7255422
621,Roma,Mexico,,neighbourhood,25.447515799999998,-101.02169599999999
622,Roma,Australia,4455,city,-26.5674,148.78751
623,Roma,Lesotho,,city,-29.4534907,27.7137542
624,Roma,USA,,city,26.4070669,-99.00554620000001
625,Roma,USA,94240,village,38.1429743,-121.23827990000001
626,Rosengård,Sweden,212 29,neighbourhood,55.5872507,13.046909199999998
627,Rosengård,Sweden,294 71,farm,56.0660946,14.657581799999999
628,Rosengård,Canada,,neighbourhood,49.465920200000006,-96.7924542
629,Rosengård,Sweden,21440,station,55.5891489,13.030877499999999
630,Rosengård,Sweden,213 61,bus_stop,55.5875659,13.0398224
631,Rosengård,Sweden,213 61,bus_stop,55.588125899999994,13.039712800000002
632,Rosengård,Finland,22410,road,60.2315824,19.987422
633,Rosengård,Denmark,9900,building,57.393848999999996,10.493013000000001
634,Rosengård,Denmark,6270,building,54.951081,8.811542999999999
635,Rosengård,Denmark,7080,building,55.6076955,9.6367961
636,Rusland,Russia,,country,64.6863136,97.7453061
637,Rusland,United Kingdom,LA12 8JS,village,54.2910835,-3.015444
638,Rusland,Norway,,village,59.216625,8.0149806
639,Rusland,Denmark,3120,village,56.0860897,12.4001125
640,Rusland,Netherlands,1012CK,road,52.370172700000005,4.8960264
641,Rusland,Netherlands,1012CL,building,52.3700049,4.896309
642,Rusland,United Kingdom,LA11 7JR,guest_house,54.17509570000001,-2.964819
643,Rådstuen,Denmark,3770,building,55.2889946,14.781182999999999
644,Saba,Malaysia,,state,5.595237,117.00517340000002
645,Saba,Netherlands,,city,17.631703100000003,-63.237773700000005
646,Saba,Japan,,county,35.956509600000004,136.1843593
647,Saba,Honduras,,county,15.480991399999999,-86.1633327
648,Saba,Cameroon,1571,stream,3.9771108999999996,11.4519288
649,Saba,Tanzania,,river,-7.0291091,34.581056700000005
650,Saba,Japan,916-0041,station,35.9435986,136.18893880000002
651,Saba,Indonesia,,village,1.6702858,99.5938391
652,Saba,Philippines,,village,10.895096800000001,124.01475549999999
653,Sagvika,Norway,2879,road,60.8023215,10.2184244
654,Sagvika,Sweden,,sports_centre,64.2728564,15.771774300000002
655,Sagvika,Sweden,833 59,road,64.2729418,15.7720656
656,Sagvika,Norway,,county,61.58859,5.18837
657,Samsø,Denmark,8305,county,55.8835431,10.611431699999999
658,Samsø,Spain,43591,village,40.8786226,0.48639090000000007
659,Samsø,Sweden,,islet,59.3942958,18.0954988
660,Sarpsborg,Norway,,county,59.254955,11.2297811
661,Sarpsborg,Norway,1707,city,59.2838833,11.1097
662,Sarpsborg,Norway,1706,railway,59.286058499999996,11.1181871
663,Sarpsborg,Norway,1725,information,59.27476850000001,11.0920467
664,Sellanraa,Norway,7013,cafe,63.4306015,10.400416400000001
665,Sirilund,Norway,8382,road,68.129242,13.4394845
666,Skogen,Sweden,,peak,58.65169100000001,15.7232105
667,Skogen,Sweden,,village,57.5475447,12.661945
668,Skogen,Sweden,52338,village,57.834151600000006,13.4512782
669,Skogen,Norway,,village,59.03158249999999,9.531706699999999
670,Skogen,Sweden,43854,village,57.6795858,12.4056145
671,Skogen,Sweden,286 33,village,56.301107200000004,13.282469800000001
672,Skogen,Norway,,farm,59.157699699999995,11.459714100000001
673,Skogen,Norway,1791,farm,59.1578,11.46045
674,Skogen,Norway,,farm,58.9116361,11.585677800000001
675,Skogen,Norway,3482,village,59.544582999999996,10.532683
676,Stavanger,Norway,4006,city,58.968042700000005,5.7324722
677,Stavanger,Norway,,county,58.972732400000005,5.7453807999999995
678,Stavanger,Norway,,county,59.2012044,5.8023297
679,Stavanger,Norway,,county,59.11483670000001,5.6491517
680,Stavanger,USA,,village,41.3986432,-88.6139612
681,Stavanger,Netherlands,4791DJ,road,51.6644086,4.5406975
682,Stavanger,Norway,4006,station,58.9665765,5.732215900000001
683,Stavanger,Norway,4010,railway,58.966175799999995,5.7328295
684,Stavanger,Norway,4010,railway,58.9662259,5.733101400000001
685,Stockholm,Sweden,111 29,city,59.3251172,18.0710935
686,Stockholm,Sweden,,county,59.33403320000001,18.027918600000003
687,Stockholm,USA,04783,village,47.042522,-68.139954
688,Stockholm,USA,,village,26.386736199999998,-97.8791656
689,Stockholm,USA,,village,45.036352,-94.2210911
690,Stockholm,USA,,village,41.08954129999999,-74.51710240000001
691,Stockholm,USA,,village,37.2481047,-86.13080620000001
692,Stockholm,Canada,S0A 3Y0,village,50.65745220000001,-102.30260190000001
693,Stockholm,Sweden,,village,60.5640539,14.663435
694,Stockholm,Sweden,54232,village,58.6796925,13.884955499999998
695,Stordalen,Norway,,village,69.4362184,19.557588100000004
696,Stordalen,Sweden,861 25,village,62.5200967,17.2464646
697,Stordalen,Sweden,861 38,village,62.5313157,17.416305899999998
698,Stordalen,Norway,5229,village,60.2706912,5.4415734
699,Stordalen,Norway,5226,village,60.322413,5.412193299999999
700,Stordalen,Norway,5238,village,60.28132420000001,5.3576552
701,Stordalen,Norway,5170,farm,60.3412139,5.2439139
702,Stordalen,Sweden,153 60,village,59.0774779,17.398132699999998
703,Stordalen,Sweden,618 33,farm,58.674327299999995,16.2954175
704,Stordalen,Norway,,village,60.9539562,5.7194556
705,Stortinget,Norway,0026,road,59.9129802,10.7400994
706,Stortinget,Norway,0159,station,59.913565500000004,10.743341800000001
707,Stortinget,Norway,0026,taxi,59.912921499999996,10.741211900000001
708,Stortinget,Norway,0159,subway_entrance,59.9138458,10.7420496
709,Stortinget,Norway,0157,subway_entrance,59.9122865,10.7416769
710,Stortinget,Norway,0159,subway_entrance,59.914264,10.7421884
711,Stortinget,Norway,6891,building,61.0883248,6.5819686
712,Stranden,Norway,5161,farm,60.3745833,5.3113694
713,Stranden,Sweden,45493,village,58.373289,11.450714999999999
714,Stranden,Sweden,475 31,village,57.708604,11.6636099
715,Stranden,Norway,,farm,60.254183,8.868858
716,Stranden,Norway,1640,farm,59.340094400000005,10.847908300000002
717,Stranden,Norway,,farm,58.3104067,7.0580970999999995
718,Stranden,Norway,4624,farm,58.0884407,7.9259034
719,Stranden,Sweden,,farm,59.7844253,12.258680300000002
720,Stranden,Norway,,farm,58.4291361,7.257419400000001
721,Stranden,Norway,0250,road,59.909344700000005,10.7263669
722,Sveits,Switzerland,,country,46.7985624,8.231973599999998
723,Sverige,Sweden,,country,59.67497120000001,14.5208584
724,Sverige,Denmark,,village,55.6978637,9.970446800000001
725,Sverige,Norway,3721,village,59.296113899999995,9.5585944
726,Sverige,Norway,3277,village,59.339325,9.9059472
727,Sverige,Norway,3268,village,59.0517238,9.9232993
728,Sverige,Sweden,,islet,60.4220918,18.637619600000004
729,Sverige,Norway,,islet,59.0516595,9.9235386
730,Sverige,Denmark,,road,56.763298899999995,9.8028383
731,Sverige,Denmark,,road,56.755215299999996,9.7933406
732,Sydamerika,,,unknown,-21.0002179,-61.00065649999999
733,Sydamerika,Sweden,74563,garden,59.6341824,17.061693899999998
734,Sydamerika,,,country_code,-14.60485,-57.65625
735,Syden,Denmark,7100,allotments,55.718066,9.5382464
736,Tiflis,Georgia,0136,city,41.6934591,44.8014495
737,Tiflis,Georgia,,state,41.731883700000004,44.8368763
738,Tiflis,USA,,village,47.0693098,-119.058621
739,Tiflis,Italy,70132,stream,41.1293521,16.7783328
740,Tiflis,Italy,16123,restaurant,44.4051989,8.932528
741,Tiflis,Georgia,0119,restaurant,41.746352,44.7720907
742,Tiflis,Russia,410000,restaurant,51.51848629999999,46.016786700000004
743,Tiflis,Russia,410000,restaurant,51.529296,46.0199982
744,Tiflis,Tajikistan,734000,restaurant,38.5703807,68.79594190000002
745,Tiflis,Ukraine,21000-21499,restaurant,49.23299420000001,28.462731800000004
746,Tromsø,Norway,,county,69.64929690000001,18.9548489
747,Tromsø,Sweden,953 94,beach,65.712138,23.761816699999997
748,Trondhjem,Norway,7011,city,63.4305658,10.3951929
749,Trondhjem,Norway,7011,pub,63.431328500000006,10.3928913
750,Trondhjem,Norway,7013,artwork,63.4271827,10.394749599999999
751,Trondhjem,Norway,7054,building,63.39564420000001,10.5543646
752,Trondhjem,USA,,place_of_worship,45.857457200000006,-97.480375
753,Trondhjem,USA,57037,place_of_worship,43.032771999999994,-97.2344981
754,Trondhjem,USA,,place_of_worship,45.7755158,-96.7453515
755,Trondhjem,USA,,cemetery,45.877851,-97.5021233
756,Trondhjem,Norway,7030,community_centre,63.422482200000005,10.3951571
757,Tyskland,Germany,,country,51.0834196,10.4234469
758,Tyskland,Norway,1340,farm,59.925755599999995,10.4521083
759,Tyskland,Norway,,farm,59.593175,9.766092
760,Tyskland,Sweden,,islet,58.873764,13.248417499999999
761,Tyskland,Sweden,,islet,58.313438,16.9753109
762,Tyskland,Sweden,80324,road,60.67609770000001,17.1346267
763,Ura,Hungary,4763,city,47.8179313,22.6050745
764,Ura,Estonia,86508,river,58.154365000000006,24.7201418
765,Ura,Russia,,river,60.267230299999994,117.11266200000001
766,Ura,Indonesia,,state,-0.415278,130.686667
767,Ura,Norway,,peak,62.95480309999999,9.1960397
768,Ura,Estonia,,neighbourhood,58.5929429,24.2023324
769,Ura,Bhutan,,village,27.4830115,90.9108135
770,Ura,Russia,,river,56.34222,49.5743544
771,Ura,Russia,422032,river,56.390866599999995,49.60259979999999
772,Ura,Russia,422032,river,56.3644626,49.583506799999995
773,Utvær,Norway,,county,61.0587876,4.516918700000001
774,Vangen,Denmark,,village,57.3757214,9.8825938
775,Vangen,Norway,,village,68.53258149999999,14.9882411
776,Vangen,Norway,2670,village,61.73052489999999,9.5518366
777,Vangen,Denmark,4500,village,55.9318936,11.6736617
778,Vangen,Norway,5307,village,60.4623139,5.1977611
779,Vangen,Norway,,farm,59.8181415,11.0006001
780,Vangen,Norway,3855,farm,59.003672200000004,8.59075
781,Vangen,Norway,3738,farm,59.1440556,9.61145
782,Vangen,Norway,,village,62.195628,10.356553
783,Vangen,Norway,,farm,59.8933811,12.097741599999999
784,Verden,Germany,27283,neighbourhood,52.922341,9.228153
785,Verden,USA,73092,city,35.0833963,-98.08782540000001
786,Vestfjorden,Norway,,bay,68.05,14.766666699999998
787,Vestfjorden,Norway,8097,bay,67.56363940000001,13.487581699999998
788,Vestfjorden,Norway,3477,bay,59.714989,10.531728
789,Vestfjorden,Norway,1580,bay,59.4137955,10.745867599999999
790,Vestfjorden,Norway,,water,58.76993149999999,8.709986500000001
791,Vestfjorden,Norway,,state,71.13333,25.866670000000003
792,Vælta,Greece,63077,city,40.048281,23.411182699999998
793,Vælta,Greece,24400,village,37.1022975,21.626198600000002
794,Vælta,Estonia,,village,58.483306000000006,23.144035100000004
795,Vælta,Estonia,,neighbourhood,58.4739584,23.1460035
796,Vælta,Brazil,03021-000,hardware,-23.5374219,-46.5992891
797,Vælta,Albania,9425,hotel,40.0524774,19.816413
798,Vælta,Estonia,94320,building,58.402465,22.820734100000003
799,Vælta,Estonia,78250,building,59.0275955,24.479380399999997
800,Vælta,Estonia,94522,bus_stop,58.490345700000006,23.1175815
801,Vælta,Norway,,city,60.640609999999995,12.27683
802,Washington,USA,20500,city,38.894893200000006,-77.0365529
803,Washington,USA,,state,38.8936613,-76.9878833
804,Washington,USA,,state,47.2868352,-120.2126139
805,Washington,USA,,county,38.3662806,-89.4201902
806,Washington,USA,,county,39.788747799999996,-97.0917391
807,Washington,USA,,county,40.19437979999999,-80.2541251
808,Washington,USA,,county,43.2294536,-73.4471343
809,Wien,Austria,1010,city,48.2083537,16.372504199999998
810,Wien,Austria,,state,48.2202097,16.371216
811,Wien,Austria,3002,river,48.209001799999996,16.2156899
812,Wien,USA,,village,44.9019105,-90.02457509999999
813,Wien,Germany,83334,village,47.7767011,12.722551600000001
814,Wien,USA,,village,39.660861499999996,-92.78435870000001
815,Wien,Australia,4735,aerodrome,-22.363024499999998,143.08313130000002
816,Wien,Austria,WIEN,neighbourhood,48.229732,16.392240599999997
817,Wien,Colombia,,neighbourhood,5.6820387000000006,-73.0207974
818,Wien,Serbia,11000,cafe,44.794593799999994,20.466786199999998
819,Wisconsin,USA,,state,44.4308975,-89.6884637
820,Wisconsin,USA,85730,road,32.198889,-110.8237017
821,Wisconsin,USA,52802,road,41.487107,-90.64963
822,Wisconsin,USA,78342,road,27.644534399999998,-98.0813905
823,Wisconsin,USA,78596,road,26.1464438,-97.96168829999999
824,Wisconsin,USA,48858,road,43.60172,-84.7788927
825,Wisconsin,USA,53005-5918,road,43.039423,-88.14201899999999
826,Wisconsin,Philippines,1556,road,14.599998699999999,121.05432079999999
827,Wisconsin,USA,54537,road,45.5318178,-90.5841515
828,Wisconsin,Chile,7630000,road,-33.3913404,-70.5568665
829,Aabakken,Denmark,6000,road,55.4816463,9.5169393
830,Aas,France,64460,city,43.288886700000006,-0.08868989999999999
831,Aas,France,64440,village,42.9811701,-0.4017275
832,Aas,Norway,1488,farm,60.1308747,10.8379581
833,Aas,RSA,7395,road,-33.011546,17.9195397
834,Aas,Denmark,9830,building,57.34269329999999,10.0949985
835,Aas,Denmark,9870,building,57.494076,10.17152
836,Aas,Austria,9710,building,46.65246629999999,13.681521300000002
837,Aas,Norway,4760,bus_stop,58.331738,8.276099
838,Aas,France,76100,building,49.4354435,1.0618092
839,Aas,Mexico,80349,fuel,24.8130777,-107.6509855
840,Fredrikstad,Norway,,county,59.18620129999999,10.8680241
841,Fredrikstad,Norway,1608,city,59.2181661,10.9297606
842,Fredrikstad,Norway,,farm,60.5165,10.532
843,Fredrikstad,Norway,,farm,60.066265,10.8118668
844,Fredrikstad,Norway,,road,63.21151329999999,10.9919957
845,Fredrikstad,Norway,,road,60.613775,10.834939
846,Fredrikstad,Norway,1606,station,59.208992599999995,10.950307
847,Fredrikstad,Norway,1606,building,59.208898100000006,10.950579800000002
848,Hardanger,Norway,0287,village,59.9053968,10.6792306
849,Hardanger,Norway,5600,information,60.3704517,6.104862000000001
850,Hardanger,Norway,,state,60.166669999999996,6.0
851,Stokmarknes,Norway,8455,city,68.5619325,14.9077614
852,Levanger,Norway,,county,63.69645179999999,11.2238804
853,Levanger,Norway,7600,city,63.74620329999999,11.2998629
854,Levanger,Norway,7600,railway,63.7447218,11.300685699999999
855,Levanger,Netherlands,4141MV,road,51.8890013,5.099548
856,Levanger,Montenegro,85347,restaurant,42.4588391,18.515489300000002
857,Vadsø,Norway,,county,70.2267198,29.7827793
858,Vadsø,Norway,9800,city,70.0745265,29.752505100000004
859,Vadsø,Denmark,,water,56.486799899999994,8.8732175
860,Vadsø,Norway,9800,ferry_terminal,70.0709104,29.736059499999996
861,Florø,Norway,6906,city,61.5998581,5.0320356
862,Florø,Brazil,69100-000,stadium,-3.1358007999999997,-58.4436897
863,Florø,Spain,23600,village,37.7018842,-3.9950661
864,Florø,Norway,6906,ferry_terminal,61.60156920000001,5.0274684
865,Florø,Japan,〒111-0032,florist,35.7132139,139.7937915
866,Haugesund,Norway,5525,city,59.41548050000001,5.263646400000001
867,Haugesund,Norway,,county,59.4682478,5.0827612
868,Haugesund,Norway,5527,ferry_terminal,59.41181160000001,5.2681184000000005
869,Haugesund,Norway,,information,59.13726679999999,5.5907325
870,Holmestrand,Norway,,county,59.5556434,10.073108900000001
871,Holmestrand,Norway,3080,city,59.4899583,10.3150445
872,Holmestrand,Norway,,county,59.5837488,10.234392
873,Holmestrand,Norway,3084,station,59.4901464,10.310724699999998
874,Holmestrand,Norway,6829,bus_stop,61.744816,5.933103
875,Hammerfest,Norway,,county,70.80294350000001,23.3018328
876,Hammerfest,Norway,9600,city,70.6636329,23.6791211
877,Hammerfest,Norway,,county,70.4079728,24.026153100000002
878,Hammerfest,Italy,38050,road,46.0417061,11.4167502
879,Elverum,Norway,,county,60.9728025,11.7344421
880,Elverum,Norway,2408,city,60.88296329999999,11.560238400000001
881,Elverum,Norway,,village,69.059986,19.510935500000002
882,Elverum,Norway,5462,farm,59.9128389,5.7933889
883,Elverum,Norway,1870,farm,59.4932694,11.695169400000001
884,Elverum,Norway,3089,village,59.513402799999994,10.2110722
885,Elverum,Norway,,farmyard,59.7665707,11.1239793
886,Elverum,Norway,2406,railway,60.8829542,11.5460413
887,Elverum,Norway,9300,road,69.2347697,18.0169551
888,Elverum,Norway,,road,69.02123990000001,18.803774899999997
889,Bryne,Norway,4344,city,58.733308799999996,5.6503502999999995
890,Bryne,Norway,4560,farm,58.097105500000005,6.6956217
891,Bryne,Norway,4340,railway,58.734725100000006,5.649678
892,Bryne,Norway,4560,neighbourhood,58.095076299999995,6.6931046
893,Bryne,Norway,,neighbourhood,58.0975892,6.7026459
894,Horten,Norway,,county,59.4104486,10.443491400000001
895,Horten,Norway,3181,city,59.416645900000006,10.4838599
896,Horten,Norway,,village,59.370075,9.4870222
897,Horten,Norway,5746,village,60.98969,7.0825708
898,Horten,Austria,3442,village,48.3071195,15.989880900000001
899,Horten,Norway,3187,ferry_terminal,59.4121428,10.4893796
900,Horten,Sweden,84030,water,62.395998,14.716227800000002
901,Horten,Norway,2372,bus_stop,60.988817000000004,10.533339999999999
902,Horten,Germany,58452,department_store,51.4384078,7.335833999999999
903,Brevik,Norway,3960,city,59.0528886,9.699978
904,Brevik,USA,,village,47.083011,-94.2885863
905,Brevik,Sweden,,village,59.213614,18.3858743
906,Brevik,Norway,1407,village,59.7524111,10.711891699999999
907,Brevik,Norway,1555,village,59.5027241,10.6890562
908,Brevik,Sweden,,village,58.435950399999996,14.422915300000001
909,Brevik,Sweden,139 60,village,59.29019470000001,18.587408
910,Brevik,Sweden,430 81,village,57.6354113,11.8074683
911,Brevik,Sweden,130 55,farm,59.076584,18.3938421
912,Brevik,Sweden,,village,59.249570299999995,16.7829564
913,Kongsberg,Norway,,county,59.594550100000006,9.670860099999999
914,Kongsberg,Norway,3613,city,59.6693196,9.6515097
915,Kongsberg,USA,,village,47.851392700000005,-100.8012554
916,Kongsberg,Sweden,74010,village,59.875183299999996,18.048078
917,Kongsberg,Norway,,village,59.0465556,8.1100444
918,Kongsberg,Norway,,farm,59.27966850000001,10.858312199999999
919,Kongsberg,Norway,1860,farm,59.6614583,11.335666699999999
920,Kongsberg,Norway,1623,farm,59.2757556,10.8624222
921,Kongsberg,Norway,3617,road,59.6717428,9.638797
922,Kongsberg,United Kingdom,WF6 1TN,building,53.7050874,-1.3916128
923,Mandal,Norway,4514,city,58.0268181,7.4534801999999996
924,Mandal,Mongolia,,county,48.8236651,107.0727499
925,Mandal,Norway,,county,57.95288789999999,7.5118203999999995
926,Mandal,India,311403,city,25.4418507,74.5673975
927,Mandal,Mongolia,,city,48.821021,106.496347
